pbrain-Yixin2018.exe
pbrain-rapfi.exe
4,4,0
5,3,0
7,4,0
5,4,1471
5,5,215
3,3,1251
6,5,117
6,3,1484
4,3,117
4,5,1506
3,6,115
4,2,1509
5,6,112
4,7,1507
4,6,114
6,6,1508
6,4,113
3,7,1248
7,2,112
7,3,1477
3,4,113
5,2,1507
2,4,112
5,7,1511
6,7,113
0,4,1511
1,7,114
0,5,1365
5,0,117
2,6,1506
1,5,118
1,4,1259
0,3,114
0,7,1320
3,2,116
8,4,1351
7,5,116
4,0,1319
6,2,114
1,3,1175
4,1,114
8,5,1347
8,3,125
3,1,1521
2,2,56
1,0,1380
1,2,113
4,8,1194
2,3,115
2,5,1341
0,8,113
2,0,1505
2,8,114
7,8,1317
5,8,114
8,6,1308
0
