pbrain-embryo18.exe
pbrain-SlowRenju.exe
4,4,0
4,3,1
5,3,0
5,4,0
6,2,0
3,5,1433
4,2,171
3,2,1454
6,5,133
6,4,1446
2,4,142
3,3,1451
3,4,141
4,5,1453
1,4,141
0,4,57
3,6,143
2,5,1440
1,5,142
1,3,1452
7,4,142
7,1,1452
5,6,144
4,7,1450
4,6,142
6,6,1451
2,1,142
4,1,1452
4,0,141
2,3,1453
0,3,50
1,6,1449
8,4,142
5,1,1452
8,1,113
5,7,1450
6,7,142
6,1,1452
3,1,50
8,2,1449
4,8,140
7,8,1455
3,8,145
5,8,1448
3,0,139
5,0,1455
7,5,144
7,6,1450
1,7,140
0,8,1453
8,5,139
8,7,1471
2,0,155
0,7,1469
1,0,152
0,0,71
0
