pbrain-embryo21_e.exe
pbrain-rapfi.exe
8,8,0
4,4,1527
4,5,201
3,3,1317
5,5,135
3,5,1325
5,3,132
3,4,1311
3,2,131
5,4,1513
2,4,133
6,4,1330
7,4,52
6,5,1511
1,4,132
4,3,1132
4,1,124
2,3,1516
5,2,133
8,5,1519
3,6,133
6,3,1316
6,2,132
4,2,1517
4,7,132
2,5,1517
1,3,132
8,4,1319
7,6,131
7,5,1267
1,1,131
1,2,1426
3,1,131
2,1,1515
0,4,130
4,0,1310
4,8,132
5,0,1360
1,6,111
1,7,1385
2,6,117
4,6,1383
3,7,131
1,5,51
6,7,107
5,7,1516
8,3,131
7,1,1516
0,3,130
5,8,1198
0,5,132
0,2,1441
3,0,126
0,6,1512
5,6,129
6,0,1378
0
