pbrain-whose20190401x64.exe
pbrain-rapfi.exe
4,4,0
5,4,0
6,3,0
4,3,1537
6,5,159
3,5,1524
6,6,143
6,4,1129
4,7,113
5,6,1521
5,5,102
3,3,1523
3,4,125
2,4,1135
7,7,154
8,8,55
5,7,101
6,7,1374
4,2,122
4,5,1514
2,3,154
4,1,1121
7,5,141
4,8,1332
3,2,153
5,2,1515
0,2,135
5,1,1328
7,1,154
5,8,1526
5,3,145
6,2,1521
6,8,157
7,3,1518
4,0,135
1,5,1351
0,4,152
0,3,1326
0,5,133
2,7,1334
1,8,139
2,6,1326
2,5,127
1,6,1456
3,6,97
8,4,1373
8,5,124
2,2,1517
1,4,100
1,0,1313
3,1,139
5,0,1332
7,8,55
0,6,1509
7,6,54
7,4,48
0
