pbrain-rapfi21.exe
pbrain-embryo18.exe
0,8,0
3,5,1537
3,4,261
4,3,1537
4,5,146
5,4,1535
5,3,145
5,6,1536
6,5,139
4,6,1511
2,4,145
6,6,1535
3,6,147
5,5,1534
4,4,142
1,4,1535
6,4,142
4,2,1535
5,7,127
4,1,1535
3,2,146
7,3,1537
8,6,144
7,4,1535
7,1,145
6,2,1536
4,7,144
5,2,1534
6,3,144
8,2,1533
7,2,43
4,0,1533
8,4,145
1,3,1535
2,3,144
1,5,1534
1,2,146
0,1,44
2,2,137
2,1,1535
6,7,146
7,7,1535
1,1,144
4,8,1536
7,5,144
1,7,1535
1,6,42
0,4,1534
2,6,131
2,5,43
3,3,143
0,0,43
3,1,143
3,0,43
3,7,143
2,7,43
0
