pbrain-rapfi21.exe
pbrain-rapfi21.exe
4,4,0
4,5,0
5,3,0
3,5,1664
5,5,315
3,3,1524
5,4,160
5,2,1527
3,4,145
6,4,1524
2,4,141
1,4,42
2,5,142
4,3,1513
2,3,143
2,6,1514
6,2,145
7,1,1517
3,0,147
6,6,1517
6,5,146
5,6,1515
4,0,145
2,2,1516
4,6,145
1,2,1514
1,5,145
8,4,1515
7,4,143
2,0,1513
7,5,145
7,7,1513
4,2,144
4,7,1515
5,7,129
1,1,1514
4,1,143
0,8,1515
0,7,127
1,8,1513
1,0,145
4,8,1406
8,5,129
0,4,1515
3,8,143
0,1,1331
0,0,146
0,2,1515
0,3,141
5,0,1514
7,2,127
7,3,1513
0,5,144
6,0,1515
0,6,135
5,8,1515
0
