pbrain-embryo21_e.exe
pbrain-Yixin2018.exe
4,4,0
5,3,0
5,1,0
5,5,1615
4,5,186
4,3,1526
6,3,135
3,4,1524
5,2,139
5,4,1525
3,2,137
4,2,1524
6,4,135
6,5,1524
7,4,136
4,1,1526
2,5,143
4,6,1528
5,7,143
3,6,1523
2,6,139
2,4,1523
1,3,114
1,6,1524
7,6,134
3,5,1523
3,7,130
4,8,1521
4,7,135
6,7,54
4,0,133
6,0,1526
7,3,135
7,5,1527
8,4,116
6,2,52
0,4,132
2,2,1523
0,3,138
0,2,1522
1,4,134
1,1,1522
8,3,134
8,5,1522
5,8,135
7,1,1522
3,3,127
0,7,1516
2,1,127
1,5,1516
2,7,127
1,7,46
3,0,96
1,2,1514
2,0,127
5,0,1516
0
