pbrain-Yixin2018.exe
pbrain-rapfi21.exe
4,4,41
4,3,1662
3,3,200
5,5,1517
3,5,113
5,3,1514
3,4,113
3,6,1514
4,5,114
2,4,1299
5,6,112
6,7,1516
3,2,113
3,1,45
6,4,113
7,4,1515
4,7,115
1,2,1520
1,7,114
4,8,1240
6,3,113
6,2,1514
1,5,114
0,5,1515
1,1,114
5,1,1515
5,4,115
7,2,1513
2,3,113
2,6,1514
7,1,112
2,7,1381
2,8,113
1,6,1514
2,2,113
0,0,44
0,3,112
8,4,1243
7,3,113
7,5,1514
8,2,112
4,0,1514
7,7,112
6,8,1515
0,6,112
4,1,1514
3,0,119
8,5,1424
8,8,118
0,7,1285
2,1,119
8,3,1463
8,7,118
6,6,1353
5,7,54
3,8,1521
0
