pbrain-Yixin2018.exe
pbrain-SlowRenju.exe
4,4,0
5,3,0
2,3,0
5,5,1438
4,5,225
5,4,1447
5,2,115
5,6,1373
5,7,47
4,6,1450
4,3,115
6,6,1448
4,2,115
4,1,48
3,6,115
6,4,1440
7,3,113
6,5,1450
6,7,114
6,2,1448
6,3,47
4,7,1438
7,4,115
3,4,1447
7,5,116
7,6,1446
8,6,46
3,1,1439
3,3,121
1,3,1457
2,1,115
2,2,1448
1,5,117
0,4,1445
4,0,47
2,4,1453
7,1,115
7,2,52
0,6,115
2,8,1437
3,7,47
2,5,1452
0,3,120
4,8,1444
6,8,115
2,6,1447
2,7,46
3,8,1438
5,8,115
0,8,1448
1,8,45
8,5,1439
1,7,116
3,5,1446
0,2,48
1,4,1453
0
