pbrain-whose20190401x64.exe
pbrain-whose20190401x64.exe
4,4,0
5,5,0
3,4,0
4,6,1406
4,3,188
6,4,1461
3,7,139
3,6,1253
2,5,130
1,6,1072
2,6,117
2,4,1301
4,2,132
4,1,1447
3,5,146
5,3,922
1,7,133
0,8,48
3,2,131
5,2,967
5,4,131
6,5,703
6,3,146
4,5,1203
7,3,106
3,1,1446
2,1,128
1,0,51
4,7,97
2,7,845
7,5,89
4,8,736
1,2,147
0,2,1447
6,6,146
4,0,1131
1,3,118
7,1,1335
6,1,142
7,7,1377
3,0,132
3,3,1449
3,8,94
8,4,626
0,4,147
7,2,870
8,5,102
8,0,472
7,0,122
8,8,84
0,7,67
7,8,59
1,1,53
8,3,52
0,6,50
8,1,50
0
