pbrain-rapfi21.exe
pbrain-rapfi21.exe
4,4,0
4,5,0
5,3,1
3,5,1619
5,5,272
3,3,1385
3,4,149
5,4,1522
6,4,138
4,2,1477
4,6,147
7,3,1516
2,4,146
2,5,1406
3,6,131
5,6,1406
0,5,148
0,4,1517
7,4,162
6,3,1528
8,1,150
2,8,1518
3,2,145
4,8,1516
5,1,149
4,1,1499
3,8,146
8,4,1517
5,7,128
1,4,1515
1,6,134
4,0,1369
1,3,146
2,6,1515
3,7,149
6,7,1294
6,2,147
8,0,1240
0,0,147
7,0,1515
8,7,139
5,0,1516
6,0,45
8,8,1516
2,0,146
7,8,1491
6,8,126
1,7,1371
2,1,144
2,2,1261
8,3,146
0,1,1224
0,2,145
0,3,1516
0,6,149
0,7,1514
0
