pbrain-SlowRenju.exe
pbrain-SlowRenju_x64.exe
4,4,0
3,4,1
3,6,0
4,3,1772
6,6,206
5,3,1315
3,3,119
5,5,1623
5,2,106
4,5,2522
5,6,115
4,6,2525
6,5,130
6,4,1029
7,3,124
4,2,1513
7,5,121
7,4,2532
2,5,133
1,4,2555
2,2,150
1,1,2551
2,3,134
2,4,2067
1,3,124
5,7,2536
3,1,122
3,7,2539
2,8,127
4,7,2527
6,7,135
1,7,2535
2,7,133
4,0,1670
1,8,119
6,0,2529
4,8,135
3,8,2195
6,1,127
3,5,154
6,8,130
5,0,137
7,0,127
3,0,139
2,0,253
4,1,335
8,8,295
7,8,326
8,7,286
8,6,320
5,8,267
5,4,295
6,3,274
3,2,302
2,1,270
8,3,302
0
