pbrain-rapfi19.exe
pbrain-wine.exe
4,4,1
3,5,0
4,3,0
2,4,1444
3,3,746
4,6,1514
1,3,173
2,3,1205
2,5,170
5,5,1577
3,4,170
5,2,1510
5,4,172
6,4,2650
7,3,168
1,6,2637
2,2,166
3,6,1916
1,1,167
0,0,169
5,6,166
6,5,1129
3,1,168
4,1,1038
3,2,162
3,0,156
6,3,158
5,3,158
4,5,160
1,0,1214
2,0,169
6,8,2641
5,7,172
6,7,2562
6,6,170
7,2,1951
4,2,180
0,6,661
2,6,176
0,4,2157
0,3,169
1,2,938
2,8,174
8,4,1326
4,8,176
1,7,1015
0,8,177
8,1,2649
8,3,183
1,8,1862
1,4,165
5,0,1471
4,0,168
2,7,1139
0,7,170
8,6,674
0
