pbrain-embryo18.exe
pbrain-SlowRenju_x64.exe
4,4,0
3,3,1
2,2,0
3,4,2546
3,5,353
5,3,1544
4,3,246
4,5,2604
2,3,173
2,4,1898
4,2,184
3,2,2628
4,1,192
4,0,230
6,3,173
7,4,1666
6,5,171
6,4,1250
5,4,175
7,6,2575
7,3,176
2,6,1420
1,4,168
3,7,1330
3,1,172
2,8,1127
1,1,168
2,1,1391
5,8,173
4,7,1392
5,7,174
5,6,1034
4,6,164
7,8,1645
6,7,168
3,0,2581
1,2,171
1,3,2590
1,5,182
2,7,2582
2,5,169
1,8,1391
0,7,164
7,0,1898
5,0,172
0,0,1031
8,2,161
0,4,2345
8,4,157
4,8,2592
8,3,160
8,1,1548
8,6,171
8,5,195
7,7,166
3,8,1041
0
