pbrain-SlowRenju_x64.exe
pbrain-SlowRenju.exe
4,4,0
5,4,1
3,3,0
4,5,2766
5,5,1704
6,6,2561
6,3,220
3,4,2562
2,3,466
4,3,2570
2,4,322
2,2,2610
4,2,221
5,1,2561
5,2,237
3,2,2560
6,5,341
4,6,2603
6,2,313
4,1,2559
3,1,246
5,3,2598
5,6,275
4,7,2612
2,1,473
1,5,2649
7,2,452
8,2,214
2,5,304
2,7,2611
1,8,272
3,7,2623
5,7,478
6,1,2635
7,1,386
3,8,2622
3,5,297
2,6,2649
0,4,287
0,6,2611
1,6,441
8,4,2636
1,7,446
8,3,2633
8,5,286
7,4,2559
8,0,204
7,8,2579
0,2,472
0,5,2572
0,1,508
0,0,2601
7,6,276
6,8,2625
4,8,217
1,0,2569
0
