pbrain-embryo21_e.exe
pbrain-SlowRenju_x64.exe
4,4,0
4,5,1
5,6,1
5,4,3980
3,6,663
3,3,1441
2,5,170
2,6,2629
4,7,170
1,4,2644
7,4,187
6,5,2663
4,3,169
4,2,2037
5,1,180
5,2,2653
6,2,178
3,2,1152
3,5,170
7,5,1867
5,3,174
7,1,286
2,3,166
2,4,1909
1,3,174
3,4,1612
5,5,186
6,6,1423
6,4,166
3,7,2349
1,5,175
6,3,2561
3,1,174
8,4,2694
4,8,179
2,1,1566
2,2,170
8,1,2598
7,2,174
4,0,1235
8,3,166
5,0,1116
3,0,166
7,0,220
6,0,168
3,8,233
4,1,161
4,6,346
0,4,173
0,5,406
5,7,180
7,7,251
7,3,174
8,6,248
5,8,161
8,7,315
0
