pbrain-pela.exe
pbrain-wine.exe
4,4,1
4,3,0
4,1,0
3,4,8313
2,5,1567
5,5,2473
4,7,2342
3,6,3313
3,5,3433
5,3,5370
5,4,4578
4,6,4531
3,3,2014
6,4,6103
7,3,2178
5,6,1686
6,6,1282
3,7,1787
2,8,117
2,4,6813
7,5,274
7,4,2506
2,3,111
6,1,4035
7,0,163
1,4,1898
1,6,99
6,2,1661
6,3,115
4,2,1726
4,8,96
8,4,1744
7,2,116
4,5,3233
3,1,92
1,1,6738
6,7,95
3,8,4185
1,3,101
0,4,4381
2,2,113
4,0,2554
7,7,120
8,7,1785
8,5,101
0,0,4848
3,0,103
0,8,1637
0,5,99
8,0,2498
0,2,114
5,8,5665
8,3,111
8,8,91
6,0,93
8,6,91
0
