pbrain-pela.exe
pbrain-wine.exe
3,2,1168
5,4,3211
6,4,136
4,4,3068
4,5,140
3,4,3121
2,5,4676
5,3,2073
1,4,4612
3,5,2632
2,6,2708
5,5,2722
5,2,5812
2,4,3437
5,7,2495
3,3,1749
2,2,2741
4,2,2487
5,1,3647
6,2,2269
7,1,127
4,3,1761
6,3,1162
1,3,2378
2,3,91
4,1,2941
4,0,88
4,7,1662
1,5,99
4,6,2401
0,2,92
6,5,1247
7,6,125
7,4,2261
5,6,114
4,8,4729
3,7,85
5,8,1552
7,7,91
6,8,2356
3,8,99
5,0,1530
8,8,108
8,4,1679
1,7,108
1,6,3477
8,3,85
0,0,4441
0,7,97
0,4,1406
8,6,86
0,1,1929
2,1,86
8,7,112
0,3,91
8,5,86
0
