pbrain-pela.exe
pbrain-wine.exe
8,8,0
6,8,9497
5,8,2904
3,6,2972
4,6,91
4,4,4042
2,4,5571
3,5,2233
5,3,1998
4,5,2351
3,4,391
5,4,6302
2,7,1612
2,5,4468
5,5,566
6,4,1597
6,3,198
4,3,1599
0,5,1788
7,4,4581
8,4,179
4,2,3769
4,1,142
3,2,3800
6,5,118
7,3,2901
2,1,95
2,2,3789
1,2,116
1,1,2370
7,2,125
1,7,1589
6,2,96
0,4,1638
6,1,119
5,1,3774
0,0,115
4,0,6194
1,3,97
5,0,5731
0,8,110
1,5,4277
1,4,115
7,7,2943
7,5,103
6,0,3040
3,0,94
5,7,1597
7,0,106
8,6,1632
6,7,108
4,8,6063
3,7,95
8,1,6166
2,8,93
8,7,95
0
