pbrain-embryo21_e.exe
pbrain-SlowRenju.exe
4,4,0
4,3,0
6,3,0
5,2,2891
3,4,880
5,4,3005
5,5,167
6,5,2581
3,2,173
3,3,2568
2,3,192
2,4,2574
4,2,186
4,6,2563
3,5,177
5,3,2573
7,4,197
7,6,2667
8,7,164
4,5,2567
3,6,167
1,4,2603
4,7,167
3,8,2562
5,1,168
2,8,2552
4,8,162
6,6,2571
4,1,175
6,1,2559
2,7,172
1,7,2564
4,0,164
6,7,2569
1,3,167
8,4,2639
6,4,170
8,3,2584
3,0,178
8,2,2593
8,5,173
5,0,2559
5,6,166
0,4,2569
7,3,174
7,5,2663
8,0,166
0,5,2560
0,6,165
0,2,2552
0,1,162
7,2,2597
2,5,170
3,1,2557
1,5,175
2,0,2574
0
