pbrain-pela.exe
pbrain-wine.exe
4,4,1
5,3,0
2,6,1
3,4,7724
5,2,7854
4,2,4561
2,4,4593
2,3,4128
3,1,372
4,5,5191
5,6,3742
6,4,1810
7,5,4528
6,3,3947
3,3,4489
6,5,2117
6,2,3711
5,4,1676
3,6,1022
4,6,1631
4,3,175
5,5,4179
3,7,148
1,4,3336
1,2,1227
7,3,2259
8,2,123
1,7,1894
6,7,103
1,5,1218
1,6,153
4,1,2432
3,2,99
8,1,3414
7,2,137
2,8,2316
2,5,99
5,7,5833
7,1,134
0,4,3178
2,2,118
4,0,1304
1,1,150
0,0,150
3,0,132
0,3,5409
0,2,106
4,8,3947
3,8,106
8,6,2301
0,6,134
5,0,2191
6,0,135
8,8,1720
8,7,148
7,8,2896
0
