pbrain-rapfi.exe
pbrain-embryo21_e.exe
4,4,0
5,4,0
3,5,1
5,3,3037
5,5,2156
3,3,1968
4,3,160
4,6,1914
4,5,150
2,5,1910
4,1,147
4,2,154
5,1,156
7,5,2646
6,4,154
7,4,2632
7,7,165
6,6,1881
6,1,153
3,1,2646
3,4,164
5,6,2069
3,6,167
1,4,2648
3,8,174
3,7,159
6,2,163
6,3,2638
4,8,158
2,4,2651
7,0,160
5,2,159
2,8,164
1,8,2642
2,3,167
1,5,2640
0,6,157
1,2,2628
1,3,155
1,7,1572
1,6,156
4,7,2268
2,7,180
8,3,2640
6,5,168
7,3,2457
7,2,157
8,6,1698
7,6,160
8,4,2644
8,5,162
4,0,2645
8,1,162
7,1,173
5,8,161
6,8,171
0
