pbrain-SlowRenju_x64.exe
pbrain-embryo21_e.exe
4,4,1
5,3,0
2,6,0
3,4,2191
3,5,4418
4,5,169
2,3,150
4,3,167
2,5,1256
2,4,146
6,3,1263
5,2,168
5,5,143
4,2,168
6,4,156
3,2,174
6,2,1237
6,1,172
7,0,1221
5,4,172
6,5,159
6,6,86
5,1,143
4,6,172
2,2,1067
4,7,168
4,0,1241
8,4,166
3,1,142
1,1,167
7,6,166
0,4,170
1,0,1260
1,7,166
3,7,1192
1,5,170
3,3,117
1,4,170
1,6,149
4,8,167
7,5,1276
3,0,168
1,2,1215
3,8,176
7,4,97
7,7,168
5,8,121
6,7,167
8,7,1434
8,3,169
5,6,1231
8,2,167
8,1,171
0,5,167
0,6,127
3,6,172
0
