pbrain-pela.exe
pbrain-wine.exe
4,4,0
3,3,0
3,6,1
5,4,12019
4,6,9877
4,3,3347
3,2,2546
5,3,3838
2,3,4853
5,2,1948
5,1,770
5,6,6339
5,5,128
6,3,1146
7,3,125
6,4,6436
6,5,1424
4,5,1776
7,2,118
1,4,2298
2,4,354
2,5,2720
3,4,188
7,4,3813
4,1,152
3,5,2101
1,5,137
2,1,4274
7,1,117
6,1,3391
6,0,155
4,0,5605
4,2,111
0,4,5921
1,3,130
7,7,4185
7,8,124
8,4,1452
5,7,127
0,6,2240
0,7,100
4,8,1738
0,3,127
0,2,3882
8,5,101
8,0,1699
8,3,138
1,0,1541
3,0,108
2,7,6452
3,8,114
8,8,118
8,7,131
8,6,119
0,8,100
8,2,98
0
