pbrain-pela.exe
pbrain-wine.exe
0,0,0
0,2,3876
0,3,1008
2,4,4874
3,5,125
4,4,1731
2,5,125
4,5,2137
5,4,5385
4,2,4509
4,3,3213
3,3,1178
1,5,3999
3,2,2069
2,2,292
3,4,4625
2,3,93
6,6,4304
7,7,4438
4,6,6079
5,6,2219
6,4,2010
3,1,3949
5,5,3366
7,3,2157
6,5,6138
6,3,3211
3,7,6203
2,8,90
4,7,6094
4,8,114
2,7,3763
5,7,297
5,3,4635
7,5,128
7,4,1240
5,1,92
6,2,3735
6,8,93
1,3,2997
8,0,90
4,1,6061
7,2,87
1,4,3598
0,4,88
0,6,5070
5,8,87
3,8,86
8,8,88
7,8,87
0,7,90
8,4,1154
1,2,88
4,0,2440
3,6,88
3,0,1469
0
