pbrain-pela.exe
pbrain-wine.exe
4,4,0
5,4,0
4,2,0
5,5,1
6,6,0
4,5,4055
6,5,4105
6,4,1886
5,7,4109
6,3,2487
3,6,3298
5,2,1358
5,6,4309
4,6,1832
7,3,925
4,3,1540
6,1,2566
2,5,6359
1,6,3564
3,5,2505
1,5,103
2,3,6282
5,3,3175
2,4,4409
2,2,3992
1,3,3668
0,2,89
1,2,6321
3,4,546
4,7,5410
2,8,217
4,1,6069
7,4,120
7,5,1823
2,6,89
1,1,3004
1,0,106
7,2,6065
8,1,94
0,4,4412
0,3,103
4,0,5304
8,0,92
1,8,2655
7,1,119
6,2,121
5,0,122
3,0,1264
2,1,120
0,5,2022
3,2,123
0,7,4692
0,8,118
8,4,4501
3,7,118
4,8,1256
0
