pbrain-SlowRenju_x64.exe
pbrain-embryo21_e.exe
4,4,2
3,3,1
5,4,0
6,4,3244
5,3,2351
3,5,2650
3,4,239
4,5,2655
5,5,605
5,2,1767
2,4,472
1,4,167
6,6,293
4,7,2662
2,5,191
4,3,2644
2,3,555
2,2,2635
6,2,539
7,7,2647
7,1,231
8,0,173
4,6,230
5,6,2652
7,4,618
4,8,2663
4,1,541
0,4,2635
5,1,212
6,1,1927
7,3,199
7,0,2658
3,1,516
8,4,2642
5,7,670
1,2,2650
2,6,234
2,7,167
1,1,210
2,1,165
3,2,422
5,8,2651
6,8,451
4,0,2647
1,6,242
5,0,2644
6,0,247
0,3,1588
0,5,436
3,6,2186
8,5,476
7,5,2654
1,7,255
4,2,2647
2,8,200
6,5,2670
0
