pbrain-SlowRenju.exe
pbrain-wine.exe
4,4,0
5,3,0
2,5,0
4,5,4350
3,4,3579
5,4,1071
3,6,182
5,5,862
5,2,186
4,3,1634
6,5,184
3,3,1410
6,3,179
2,4,732
4,7,191
5,6,1642
5,7,211
1,4,2417
3,7,189
6,7,2728
6,2,294
6,4,742
4,2,161
3,2,2840
2,3,195
1,7,683
8,2,202
7,2,195
3,8,202
3,5,197
7,4,192
4,1,2758
4,8,193
8,4,1752
1,8,196
2,8,1835
1,5,203
1,0,1304
2,1,177
0,4,1658
7,8,172
5,8,1124
7,7,178
7,6,1657
4,6,177
4,0,1246
0,6,186
1,3,1334
2,6,167
1,6,176
2,2,170
3,0,1938
2,0,173
0,2,1125
1,2,208
5,1,746
0
