pbrain-pela.exe
pbrain-wine.exe
3,2,1723
5,4,5060
6,4,98
4,4,1552
4,5,141
5,5,3459
5,3,5154
3,3,1262
6,6,111
4,2,3496
1,1,1530
2,4,2339
1,5,237
1,3,5078
2,3,552
3,4,1414
1,4,106
5,1,6307
6,0,117
4,1,2774
4,0,118
6,1,2898
7,1,111
3,5,1165
4,6,105
6,5,5144
5,6,133
7,6,1928
4,3,106
2,6,6210
1,7,91
7,4,1209
3,7,92
2,7,4667
2,5,97
1,8,2216
6,3,105
7,3,6509
7,5,109
4,7,1380
8,4,90
4,8,5672
3,1,91
5,0,6402
3,8,104
0,4,3218
0,2,90
8,2,5240
7,2,92
8,7,6372
7,7,92
5,8,2475
8,8,136
0,0,1879
2,0,87
0,5,2734
0
