pbrain-pela.exe
pbrain-wine.exe
4,4,0
3,4,0
3,3,0
4,3,0
2,2,0
5,5,6611
2,5,9506
4,5,2581
5,6,2314
6,5,2203
7,5,2773
5,4,1192
3,2,3223
5,2,2078
6,3,4528
4,6,5372
5,3,3844
4,2,3193
7,6,939
1,1,3749
3,7,255
2,6,4860
4,7,143
5,7,5132
1,3,158
3,6,1922
1,6,128
7,3,2128
8,2,138
3,5,6520
6,1,152
2,3,6308
6,8,132
7,1,6167
7,8,120
7,4,2226
1,2,134
1,4,6242
0,4,124
3,1,1291
4,1,135
4,8,3427
7,0,111
6,0,1702
1,8,143
8,4,4190
4,0,112
0,7,1664
2,0,103
1,0,1692
0,5,128
0,2,2432
3,0,109
8,5,5266
8,7,99
8,8,121
0
